address,amount
5Xm6nU1Bi6UewCrhJQFk1CAV97ZJaRiFw4tFNhUbXy3u,0.01
8gEGZbUfVE1poBq71VHKX9LU7ca4x8wTUyZgcbyQe51s,0.01
9BVcYqEQxyccuwznvxXqDkSJFavvTyheiTYk231T1A8S,0.01
5Xm6nU1Bi6UewCrhJQFk1CAV97ZJaRiFw4tFNhUbXy3u,0.01
AfhhYsLMXXyDxQ1B7tNqLTXXDHYtDxCzPcnXWXzHAvDb,0.01
DDaam4p6qWNHA4dzzTA2oXWRFg7URmMsifiLyk6ZeszX,0.01
Bz6zbmbZn2ERVsLq4gUCgqLJCTdWYS1iN59EdSbNoPZv,0.01
3uaZBfHPfmpAHW7dsimC1SnyR61X4bJqQZKWmRSCXJxv,0.01
8x2uay8UgrLiX8AAYyF6AkK9z91nNtN6aLwfqPkf6TAQ,0.01
5PAhQiYdLBd6SVdjzBQDxUAEFyDdF5ExNPQfcscnPRj5,0.01
9LPPwGD8z87fD6BaY5CJ5CPkcAvJ5s6p9nw55ErPCkBb,0.01
9hrMn52MQdtpsse9UwFqqLq9UPytCMRTpLL8gy6Wqufa,0.01
4f4E92LGuDXDHuANzh4QM1RXAuCpVKUWMz3sF31CndfR,0.01
2E7vizNQN7hhYVrQ5dKdJuF9y1WEjsbcFtFGkUDr4WC7,0.01
Bzm37ZA8rDv8g46ywsirfRhoL5YKTBeARhNAxv6RU6Nq,0.01
HGWP6fTRLGKpZku8oqYG2iG6fgEDA53xAenfmBkd6Nve,0.01
2KEtADJXkXZReaokRU9ARWex2sYCDhmVfN4KiHa9vhh1,0.01
A77HErqtfN1hLLpvZ9pCtu66FEtM8BveoaKbbMoZ4RiR,0.01
GXZhuCYFVauwV4R9zxr7CuhNUo6bFLFcsMM233k9pdef,0.01
CUQbwmFXySWXpBgycGTTj3gQNY8AnjD4DJRjgLeG1bVK,0.01
